date,title,creator,original_url,original_status,original_video_title,original_channel,original_duration_seconds,original_youtube_status,original_error,original_checked_at,final_url,final_status,final_video_title,final_channel,final_duration_seconds,final_checked_at,replaced,selection_reason,original_independent_recheck_error,replacement_independent_recheck,replacement_independent_checked_at
10-19,"Symphony #6 'Pathétique' in B minor, op. 74",Tchaikovsky,https://www.youtube.com/watch?v=uZmLx4w2VHo,private,,,,LOGIN_REQUIRED,Private video,2026-09-23T05:33:04+00:00,https://www.youtube.com/watch?v=SVnF3x44rvU,playable,Tschaikowsky: 6. Sinfonie (»Pathétique«) ∙ hr-Sinfonieorchester ∙ Lionel Bringuier,hr-Sinfonieorchester – Frankfurt Radio Symphony,3321,2026-09-23T05:36:12+00:00,True,完整的柴可夫斯基第六交响曲 Op.74；法兰克福广播交响乐团官方频道。,ERROR: [youtube] uZmLx4w2VHo: Private video,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:34:34+00:00
10-20,"Orchestral Suites, BWV 1066-1069",Bach,https://www.youtube.com/watch?v=L3cdI-ZFQEQ&list=PLuOCFjLFfx-v_sQgS8-O0_xMQidc3SOrX,playable,"J.S. Bach: Orchestral Suite No. 1 in C Major, BMV 1066: I. Overture",Academy of St Martin in the Fields - Topic,358,OK,,2026-09-23T05:33:05+00:00,https://www.youtube.com/watch?v=L3cdI-ZFQEQ&list=PLuOCFjLFfx-v_sQgS8-O0_xMQidc3SOrX,playable,"J.S. Bach: Orchestral Suite No. 1 in C Major, BMV 1066: I. Overture",Academy of St Martin in the Fields - Topic,358,2026-09-23T05:33:05+00:00,False,,,,
10-21,"Holberg Suite, op. 40",Grieg,https://www.youtube.com/watch?v=dFEBTbNs4yk,playable,Grieg - Holberg Suite (Complete Score),AltoClef,1194,OK,,2026-09-23T05:33:07+00:00,https://www.youtube.com/watch?v=dFEBTbNs4yk,playable,Grieg - Holberg Suite (Complete Score),AltoClef,1194,2026-09-23T05:33:07+00:00,False,,,,
10-22,"Piano Sonata #26 in E-flat, op. 81a ""Les Adieux""",Beethoven,https://www.youtube.com/watch?v=nAapbue97JE,playable,"Beethoven: Sonata No.26 in E-flat Major, ""Les Adieux"" (Oppitz, Lortie)",Ashish Xiangyi Kumar,2074,OK,,2026-09-23T05:33:08+00:00,https://www.youtube.com/watch?v=nAapbue97JE,playable,"Beethoven: Sonata No.26 in E-flat Major, ""Les Adieux"" (Oppitz, Lortie)",Ashish Xiangyi Kumar,2074,2026-09-23T05:33:08+00:00,False,,,,
10-23,"Symphony #4 in D minor, op. 120",Schumann,https://www.youtube.com/watch?v=BfLxzNakUZw,playable,Robert Schumann - Symphony no. 4 Op. 120 (1851) (+sheet music),Im Walde,1672,OK,,2026-09-23T05:33:09+00:00,https://www.youtube.com/watch?v=BfLxzNakUZw,playable,Robert Schumann - Symphony no. 4 Op. 120 (1851) (+sheet music),Im Walde,1672,2026-09-23T05:33:09+00:00,False,,,,
10-24,"Madrigals, Book 6",Gesualdo,https://www.youtube.com/watch?v=k2lujQGQtLA&list=PLy30lkBpHSxdLFQogvh8TdYAXnh1iexga,playable,Gesualdo: Se la mia morte brami,Quintetto Vocale Italiano - Topic,197,OK,,2026-09-23T05:33:10+00:00,https://www.youtube.com/watch?v=k2lujQGQtLA&list=PLy30lkBpHSxdLFQogvh8TdYAXnh1iexga,playable,Gesualdo: Se la mia morte brami,Quintetto Vocale Italiano - Topic,197,2026-09-23T05:33:10+00:00,False,,,,
10-25,"Piano Quartet #3 in C minor, op. 60 'Werther'",Brahms,https://www.youtube.com/watch?v=iyAiXNAZ5WE,playable,"Johannes Brahms: Piano Quartet No. 3 in C minor, Op. 60",Hochrhein Musikfestival Productions,1919,OK,,2026-09-23T05:33:12+00:00,https://www.youtube.com/watch?v=iyAiXNAZ5WE,playable,"Johannes Brahms: Piano Quartet No. 3 in C minor, Op. 60",Hochrhein Musikfestival Productions,1919,2026-09-23T05:33:12+00:00,False,,,,
10-26,Symphony #3,Mahler,https://www.youtube.com/watch?v=Xplx64LVENg,playable,Mahler - Symphony No 3 - Abbado,Classical Vault 1,5756,OK,,2026-09-23T05:33:13+00:00,https://www.youtube.com/watch?v=Xplx64LVENg,playable,Mahler - Symphony No 3 - Abbado,Classical Vault 1,5756,2026-09-23T05:33:13+00:00,False,,,,
10-27,"Piano Quintet in A, D. 667 ""The Trout""",Schubert,https://www.youtube.com/watch?v=NtzEdLS6IQA,playable,"Schubert: Piano Quintet In A Major, Op. 114, D 667 - ""The Trout"", 3. Scherzo (Presto) [...",Deutsche Grammophon - DG,292,OK,,2026-09-23T05:33:14+00:00,https://www.youtube.com/watch?v=NtzEdLS6IQA,playable,"Schubert: Piano Quintet In A Major, Op. 114, D 667 - ""The Trout"", 3. Scherzo (Presto) [...",Deutsche Grammophon - DG,292,2026-09-23T05:33:14+00:00,False,,,,
10-28,Daphnis et Chloé (ballet and orchestral suites),Ravel,https://www.youtube.com/watch?v=O4lzPz3NnI0,playable,Ravel - Daphnis et Chloé | Jukka-Pekka Saraste | WDR Sinfonieorchester | WDR Rundfunkchor,ARD Klassik,3323,OK,,2026-09-23T05:33:15+00:00,https://www.youtube.com/watch?v=O4lzPz3NnI0,playable,Ravel - Daphnis et Chloé | Jukka-Pekka Saraste | WDR Sinfonieorchester | WDR Rundfunkchor,ARD Klassik,3323,2026-09-23T05:33:15+00:00,False,,,,
10-29,"Piano Trio #2 in E-flat, D. 929",Schubert,https://www.youtube.com/watch?v=mlCXE2wEe7w,playable,"Schubert | Piano Trio No. 2 in E-flat major, op. 100 D.929",Südtirol in concert,2438,OK,,2026-09-23T05:33:16+00:00,https://www.youtube.com/watch?v=mlCXE2wEe7w,playable,"Schubert | Piano Trio No. 2 in E-flat major, op. 100 D.929",Südtirol in concert,2438,2026-09-23T05:33:16+00:00,False,,,,
10-30,"Symphony #13 in B-flat minor, op. 113 ""Babi Yar""",Shostakovich,https://www.youtube.com/watch?v=acDDPoopgvw,deleted_or_unavailable,,,,ERROR,This video is unavailable,2026-09-23T05:33:17+00:00,https://www.youtube.com/watch?v=V1FMoQ8Aylg,playable,"Shostakovich: Symphony No. 13, 'Babi Yar' | Deutsches Symphonie-Orchester Berlin & Thomas Sanderling",DW Classical Music,4068,2026-09-23T05:36:13+00:00,True,完整的肖斯塔科维奇第十三交响曲 Op.113；DW Classical Music 官方频道，柏林德意志交响乐团。,ERROR: [youtube] acDDPoopgvw: This video is unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:35:54+00:00
10-31,"Serenade for Strings in E, op. 22",Dvořák,https://www.youtube.com/watch?v=7psI60ZCOdw,playable,Antonín Dvořák - Serenade for Strings in E Major Op.22 (w/score),ClassicalMusicScores,1721,OK,,2026-09-23T05:33:18+00:00,https://www.youtube.com/watch?v=7psI60ZCOdw,playable,Antonín Dvořák - Serenade for Strings in E Major Op.22 (w/score),ClassicalMusicScores,1721,2026-09-23T05:33:18+00:00,False,,,,
11-01,"Violin Concerto #1 in G minor, op. 26",Bruch,https://www.youtube.com/watch?v=KDJ6Wbzgy3E,playable,Bruch: 1. Violinkonzert ∙ hr-Sinfonieorchester ∙ Hilary Hahn ∙ Andrés Orozco-Estrada,hr-Sinfonieorchester – Frankfurt Radio Symphony,1515,OK,,2026-09-23T05:33:20+00:00,https://www.youtube.com/watch?v=KDJ6Wbzgy3E,playable,Bruch: 1. Violinkonzert ∙ hr-Sinfonieorchester ∙ Hilary Hahn ∙ Andrés Orozco-Estrada,hr-Sinfonieorchester – Frankfurt Radio Symphony,1515,2026-09-23T05:33:20+00:00,False,,,,
11-02,"Lachrimae, or Seaven Teares",Dowland,https://www.youtube.com/watch?v=srugGaEKGMA,playable,John Dowland - Lachrimae or Seaven Teares,Archibaldo De La Cruz,223,OK,,2026-09-23T05:33:21+00:00,https://www.youtube.com/watch?v=srugGaEKGMA,playable,John Dowland - Lachrimae or Seaven Teares,Archibaldo De La Cruz,223,2026-09-23T05:33:21+00:00,False,,,,
11-03,Die Meistersinger von Nürnberg,Wagner,https://www.youtube.com/watch?v=fDIkzHjHRhI,playable,Wagner: Die Meistersinger von Nürnberg – Vorspiel ∙ hr-Sinfonieorchester ∙ Alain Altinoglu,hr-Sinfonieorchester – Frankfurt Radio Symphony,628,OK,,2026-09-23T05:33:22+00:00,https://www.youtube.com/watch?v=fDIkzHjHRhI,playable,Wagner: Die Meistersinger von Nürnberg – Vorspiel ∙ hr-Sinfonieorchester ∙ Alain Altinoglu,hr-Sinfonieorchester – Frankfurt Radio Symphony,628,2026-09-23T05:33:22+00:00,False,,,,
11-04,"Symphonie fantastique, op. 14",Berlioz,https://www.youtube.com/watch?v=sK-D9IpmclQ,playable,Berlioz: Symphonie fantastique op. 14 (full) | University Orchestra Weimar,University of Music FRANZ LISZT Weimar,3247,OK,,2026-09-23T05:33:23+00:00,https://www.youtube.com/watch?v=sK-D9IpmclQ,playable,Berlioz: Symphonie fantastique op. 14 (full) | University Orchestra Weimar,University of Music FRANZ LISZT Weimar,3247,2026-09-23T05:33:23+00:00,False,,,,
11-05,"Variations and Fugue on a Theme by Handel, op. 24",Brahms,https://www.youtube.com/watch?v=q9tbCkACbGU,playable,"Brahms: Variations and Fugue on a Theme by Handel, Op.24 (Kovacevich)",Ashish Xiangyi Kumar,1583,OK,,2026-09-23T05:33:25+00:00,https://www.youtube.com/watch?v=q9tbCkACbGU,playable,"Brahms: Variations and Fugue on a Theme by Handel, Op.24 (Kovacevich)",Ashish Xiangyi Kumar,1583,2026-09-23T05:33:25+00:00,False,,,,
11-06,"String Quintet in C, D. 956",Schubert,https://www.youtube.com/watch?v=Dc3iX7x73JY,playable,"Franz Schubert String Quintet in C Major, D. 956",Fatih Gün,3267,OK,,2026-09-23T05:33:26+00:00,https://www.youtube.com/watch?v=Dc3iX7x73JY,playable,"Franz Schubert String Quintet in C Major, D. 956",Fatih Gün,3267,2026-09-23T05:33:26+00:00,False,,,,
11-07,"Quintet for Piano and Winds in E-flat, K. 452",Mozart,https://www.youtube.com/watch?v=WC9Qp6wKWsg,playable,Mozart Quintet for Piano and Winds in E flat K452 - Whittington Festival,James Barralet,1537,OK,,2026-09-23T05:33:27+00:00,https://www.youtube.com/watch?v=WC9Qp6wKWsg,playable,Mozart Quintet for Piano and Winds in E flat K452 - Whittington Festival,James Barralet,1537,2026-09-23T05:33:27+00:00,False,,,,
11-08,"Piano Quartet #1 in C minor, op. 15",Fauré,https://www.youtube.com/watch?v=QMwcmX7bOxo,playable,"Fauré - Piano Quartet No. 1 in C minor, Op. 15",Anthony Mondon,1803,OK,,2026-09-23T05:33:28+00:00,https://www.youtube.com/watch?v=QMwcmX7bOxo,playable,"Fauré - Piano Quartet No. 1 in C minor, Op. 15",Anthony Mondon,1803,2026-09-23T05:33:28+00:00,False,,,,
11-09,"Symphonie Espagnole in D minor, op. 21",Lalo,https://www.youtube.com/watch?v=lEeaFZkpLH4,playable,"Lalo: Symphonie espagnole in D minor, Op. 21 (with Score)",symphony7526,1926,OK,,2026-09-23T05:33:29+00:00,https://www.youtube.com/watch?v=lEeaFZkpLH4,playable,"Lalo: Symphonie espagnole in D minor, Op. 21 (with Score)",symphony7526,1926,2026-09-23T05:33:29+00:00,False,,,,
11-10,Turangalîla-Symphonie,Messiaen,https://www.youtube.com/watch?v=oEghV-AJ230,playable,Olivier Messiaen - Turangalîla-Symphonie (1948/1990),Cmaj7,4785,OK,,2026-09-23T05:33:31+00:00,https://www.youtube.com/watch?v=oEghV-AJ230,playable,Olivier Messiaen - Turangalîla-Symphonie (1948/1990),Cmaj7,4785,2026-09-23T05:33:31+00:00,False,,,,
11-11,"Symphony #4 in A, op. 90 'Italian'",Mendelssohn,https://www.youtube.com/watch?v=xI8IzIKGslA,playable,"Mendelssohn: Symphony No. 4 in A major, Op. 90 ""Italian"" (with Score)",symphony7526,1810,OK,,2026-09-23T05:33:32+00:00,https://www.youtube.com/watch?v=xI8IzIKGslA,playable,"Mendelssohn: Symphony No. 4 in A major, Op. 90 ""Italian"" (with Score)",symphony7526,1810,2026-09-23T05:33:32+00:00,False,,,,
11-12,"Piano Concerto #25 in C, K. 503",Mozart,https://www.youtube.com/watch?v=WIjAGbyQO9M,playable,"MOZART PIANO CONCERTO No 25 C major K 503, Mitsuko Uchida, Riccardo Muti",GreatPerformers1,1869,OK,,2026-09-23T05:33:33+00:00,https://www.youtube.com/watch?v=WIjAGbyQO9M,playable,"MOZART PIANO CONCERTO No 25 C major K 503, Mitsuko Uchida, Riccardo Muti",GreatPerformers1,1869,2026-09-23T05:33:33+00:00,False,,,,
11-13,"Symphony #9 in E minor, op. 95 'From the New World'",Dvořák,https://www.youtube.com/watch?v=89jOPAGJq-M,playable,Dvorak - Symphony No. 9 (From the New World) Mvmt 4,Soundtrack Suites,670,OK,,2026-09-23T05:33:34+00:00,https://www.youtube.com/watch?v=89jOPAGJq-M,playable,Dvorak - Symphony No. 9 (From the New World) Mvmt 4,Soundtrack Suites,670,2026-09-23T05:33:34+00:00,False,,,,
11-14,Pavane pour une infante défunte,Ravel,https://www.youtube.com/watch?v=DVtNt-6OTM8,playable,"RAVEL Pavane pour une infante défunte, conducted by Esa-Pekka Salonen",Philharmonia Orchestra,484,OK,,2026-09-23T05:33:35+00:00,https://www.youtube.com/watch?v=DVtNt-6OTM8,playable,"RAVEL Pavane pour une infante défunte, conducted by Esa-Pekka Salonen",Philharmonia Orchestra,484,2026-09-23T05:33:35+00:00,False,,,,
11-15,Pini di Roma,Respighi,https://www.youtube.com/watch?v=XgE7PUXTrlo,playable,Respighi: Pini di Roma ∙ hr-Sinfonieorchester ∙ Juraj Valčuha,hr-Sinfonieorchester – Frankfurt Radio Symphony,1436,OK,,2026-09-23T05:33:37+00:00,https://www.youtube.com/watch?v=XgE7PUXTrlo,playable,Respighi: Pini di Roma ∙ hr-Sinfonieorchester ∙ Juraj Valčuha,hr-Sinfonieorchester – Frankfurt Radio Symphony,1436,2026-09-23T05:33:37+00:00,False,,,,
11-16,Cantata #82 'Ich habe genug',Bach,https://www.youtube.com/watch?v=Q_5DG9BD-SU,playable,Bach - Cantata Ich habe genung BWV 82 - Mortensen | Netherlands Bach Society,Netherlands Bach Society,1270,OK,,2026-09-23T05:33:38+00:00,https://www.youtube.com/watch?v=Q_5DG9BD-SU,playable,Bach - Cantata Ich habe genung BWV 82 - Mortensen | Netherlands Bach Society,Netherlands Bach Society,1270,2026-09-23T05:33:38+00:00,False,,,,
11-17,"Symphony #8 in G, op. 88",Dvořák,https://www.youtube.com/watch?v=RhbK_5cWbpU,playable,Dvořák - Sinfonie Nr. 8 | Cristian Măcelaru | WDR Sinfonieorchester,ARD Klassik,2310,OK,,2026-09-23T05:33:39+00:00,https://www.youtube.com/watch?v=RhbK_5cWbpU,playable,Dvořák - Sinfonie Nr. 8 | Cristian Măcelaru | WDR Sinfonieorchester,ARD Klassik,2310,2026-09-23T05:33:39+00:00,False,,,,
11-18,"String Sextet #2 in G, op. 36",Brahms,https://www.youtube.com/watch?v=gXOHCMY6Gx4,playable,Brahms: String Sextet No. 2 In G Major Op. 36 - International Chamber Music Festival Utrecht - HD,AVROTROS Klassiek,2444,OK,,2026-09-23T05:33:40+00:00,https://www.youtube.com/watch?v=gXOHCMY6Gx4,playable,Brahms: String Sextet No. 2 In G Major Op. 36 - International Chamber Music Festival Utrecht - HD,AVROTROS Klassiek,2444,2026-09-23T05:33:40+00:00,False,,,,
11-19,"Violin Concerto in D, op. 35",Tchaikovsky,https://www.youtube.com/watch?v=ovFPKu00cCc,playable,"Julia Fischer - Tchaikovsky - Violin Concerto in D major, Op 35",Classical Vault 1,2096,OK,,2026-09-23T05:33:41+00:00,https://www.youtube.com/watch?v=ovFPKu00cCc,playable,"Julia Fischer - Tchaikovsky - Violin Concerto in D major, Op 35",Classical Vault 1,2096,2026-09-23T05:33:41+00:00,False,,,,
11-20,"String Quartet #1 in E minor ""From My Life""",Smetana,https://www.youtube.com/watch?v=lbv5mGb9_4s,playable,Smetana String Quartet No. 1 in E minor (From My Life),Quartet Rêve,497,OK,,2026-09-23T05:33:43+00:00,https://www.youtube.com/watch?v=lbv5mGb9_4s,playable,Smetana String Quartet No. 1 in E minor (From My Life),Quartet Rêve,497,2026-09-23T05:33:43+00:00,False,,,,
11-21,"Chromatic Fantasia and Fugue in D minor, BWV 903",Bach,https://www.youtube.com/watch?v=SNWOhm5iXxs,playable,"András Schiff Plays Bach: Chromatic Fantasy and Fugue in D Minor, BWV 903",The Greene Space at WNYC & WQXR,658,OK,,2026-09-23T05:33:44+00:00,https://www.youtube.com/watch?v=SNWOhm5iXxs,playable,"András Schiff Plays Bach: Chromatic Fantasy and Fugue in D Minor, BWV 903",The Greene Space at WNYC & WQXR,658,2026-09-23T05:33:44+00:00,False,,,,
11-22,"Serenade #10 ""Gran Partita"" for winds in B-flat, K. 361/370a",Mozart,https://www.youtube.com/watch?v=NecLh4YOT9M,playable,"Mozart: Serenade No 10 for Winds 'Gran Partita', III. Adagio | LSO Wind Ensemble",London Symphony Orchestra,356,OK,,2026-09-23T05:33:45+00:00,https://www.youtube.com/watch?v=NecLh4YOT9M,playable,"Mozart: Serenade No 10 for Winds 'Gran Partita', III. Adagio | LSO Wind Ensemble",London Symphony Orchestra,356,2026-09-23T05:33:45+00:00,False,,,,
11-23,"String Quartet #13 in A minor, D. 804 ""Rosamunde""",Schubert,https://www.youtube.com/watch?v=JGO_qd4PTh4,playable,"Franz Schubert: String Quartet No. 13 in A minor (the Rosamunde Quartet), D. 804, Op. 29",Michel Camille,2214,OK,,2026-09-23T05:33:46+00:00,https://www.youtube.com/watch?v=JGO_qd4PTh4,playable,"Franz Schubert: String Quartet No. 13 in A minor (the Rosamunde Quartet), D. 804, Op. 29",Michel Camille,2214,2026-09-23T05:33:46+00:00,False,,,,
11-24,"Die Kunst der Fuge (The Art of Fugue), BWV 1080",Bach,https://www.youtube.com/watch?v=N6sUlZa-IrU,playable,Bach - The Art of Fugue BWV 1080 - Sato | Netherlands Bach Society,Netherlands Bach Society,5343,OK,,2026-09-23T05:33:47+00:00,https://www.youtube.com/watch?v=N6sUlZa-IrU,playable,Bach - The Art of Fugue BWV 1080 - Sato | Netherlands Bach Society,Netherlands Bach Society,5343,2026-09-23T05:33:47+00:00,False,,,,
11-25,Violin Concerto,Berg,https://www.youtube.com/watch?v=P0GzNmf_AUw,playable,Alban Berg - Violin Concerto (1935),Cmaj7,1552,OK,,2026-09-23T05:33:49+00:00,https://www.youtube.com/watch?v=P0GzNmf_AUw,playable,Alban Berg - Violin Concerto (1935),Cmaj7,1552,2026-09-23T05:33:49+00:00,False,,,,
11-26,"Symphony #8 in B minor, D. 759 'Unfinished'",Schubert,https://www.youtube.com/watch?v=3tisvEpblig,playable,Schubert: Symphony No. 8 Unfinished | Iván Fischer & Budapest Festival Orchestra,DW Classical Music,1618,OK,,2026-09-23T05:33:50+00:00,https://www.youtube.com/watch?v=3tisvEpblig,playable,Schubert: Symphony No. 8 Unfinished | Iván Fischer & Budapest Festival Orchestra,DW Classical Music,1618,2026-09-23T05:33:50+00:00,False,,,,
11-27,"Symphony #7 in A, op. 92",Beethoven,https://www.youtube.com/watch?v=vCHREyE5GzQ,playable,"Beethoven - Symphony No.7 in A major op.92 - II, Allegretto",neuIlaryRheinKlange,526,OK,,2026-09-23T05:33:51+00:00,https://www.youtube.com/watch?v=vCHREyE5GzQ,playable,"Beethoven - Symphony No.7 in A major op.92 - II, Allegretto",neuIlaryRheinKlange,526,2026-09-23T05:33:51+00:00,False,,,,
11-28,"Études pour piano, Books 1-3",Ligeti,https://www.youtube.com/watch?v=f9hLauEdjC4,playable,"György Ligeti - Études for Piano (Book 1), No. 3 [3/6]",Thomas Ligre,165,OK,,2026-09-23T05:33:52+00:00,https://www.youtube.com/watch?v=f9hLauEdjC4,playable,"György Ligeti - Études for Piano (Book 1), No. 3 [3/6]",Thomas Ligre,165,2026-09-23T05:33:52+00:00,False,,,,
11-29,"Eine Alpensinfonie, op. 64","Strauss, R.",https://www.youtube.com/watch?v=sZDkMZmE0YY,playable,"Strauss - Eine Alpensinfonie (An Alpine Symphony), Op 64 - Haitink",Cantus 5,3158,OK,,2026-09-23T05:33:54+00:00,https://www.youtube.com/watch?v=sZDkMZmE0YY,playable,"Strauss - Eine Alpensinfonie (An Alpine Symphony), Op 64 - Haitink",Cantus 5,3158,2026-09-23T05:33:54+00:00,False,,,,
11-30,"Symphony #10 in E minor, op. 93",Shostakovich,https://www.youtube.com/watch?v=gQU9hNxImxA,deleted_or_unavailable,,,,ERROR,This video is unavailable,2026-09-23T05:33:54+00:00,https://www.youtube.com/watch?v=UpPip-YjzVc,playable,Gustavo Dudamel - Shostakovich Symphony No. 10 (BBC Proms 2007),Gustavo Dudamel,3406,2026-09-23T05:36:14+00:00,True,完整的肖斯塔科维奇第十交响曲 Op.93；Gustavo Dudamel 官方频道，2007年BBC逍遥音乐节演出。,ERROR: [youtube] gQU9hNxImxA: This video is unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:35:59+00:00
12-01,"Klavierstücke (Piano Pieces, 6), op. 118",Brahms,https://www.youtube.com/watch?v=XnUuGRoL97o,deleted_or_unavailable,"Brahms - 6 Piano Pieces, Op. 118 (Audio+Sheet) [Volodos]",PianoJFAudioSheet,1495,UNPLAYABLE,Video unavailable,2026-09-23T05:33:56+00:00,https://www.youtube.com/watch?v=qGqeYERyPVs,playable,"Brahms: 6 Klavierstücke, Op.118 (Volodos)",Eppur,1502,2026-09-23T05:36:15+00:00,True,保留原视频的 Volodos 钢琴演奏及勃拉姆斯 Op.118 全六首范围。,ERROR: [youtube] XnUuGRoL97o: Video unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:36:05+00:00
12-02,"Harpsichord Concerto #1 in D minor, BWV 1052",Bach,https://www.youtube.com/watch?v=XcsfDxojdV8,playable,Bach: Harpsichord Concerto No.1 in D Minor BWV 1052 (Jean Rondeau),Warner Classics,448,OK,,2026-09-23T05:33:58+00:00,https://www.youtube.com/watch?v=XcsfDxojdV8,playable,Bach: Harpsichord Concerto No.1 in D Minor BWV 1052 (Jean Rondeau),Warner Classics,448,2026-09-23T05:33:58+00:00,False,,,,
12-03,Symphony #9 in D minor,Bruckner,https://www.youtube.com/watch?v=Az-kHLRQhsk,playable,Bruckner: 9. Sinfonie ∙ hr-Sinfonieorchester ∙ Stanisław Skrowaczewski,hr-Sinfonieorchester – Frankfurt Radio Symphony,4261,OK,,2026-09-23T05:33:58+00:00,https://www.youtube.com/watch?v=Az-kHLRQhsk,playable,Bruckner: 9. Sinfonie ∙ hr-Sinfonieorchester ∙ Stanisław Skrowaczewski,hr-Sinfonieorchester – Frankfurt Radio Symphony,4261,2026-09-23T05:33:58+00:00,False,,,,
12-04,"Verklärte Nacht, op. 4",Schoenberg,https://www.youtube.com/watch?v=U-pVz2LTakM,playable,"Schoenberg: Verklärte Nacht, Op.4 - Boulez.",glemoine14,1766,OK,,2026-09-23T05:34:00+00:00,https://www.youtube.com/watch?v=U-pVz2LTakM,playable,"Schoenberg: Verklärte Nacht, Op.4 - Boulez.",glemoine14,1766,2026-09-23T05:34:00+00:00,False,,,,
12-05,"Nocturnes, L 91",Debussy,https://www.youtube.com/watch?v=jBCnFj28kEc,playable,"Debussy: Nocturnes, CD 98: I. Nuages",The Cleveland Orchestra - Topic,375,OK,,2026-09-23T05:34:01+00:00,https://www.youtube.com/watch?v=jBCnFj28kEc,playable,"Debussy: Nocturnes, CD 98: I. Nuages",The Cleveland Orchestra - Topic,375,2026-09-23T05:34:01+00:00,False,,,,
12-06,"Piano Sonata #31 in A-flat, op. 110",Beethoven,https://www.youtube.com/watch?v=8duMwTZ8yUg,playable,"Hélène Grimaud: Beethoven - Sonata No. 31 in A-flat, Op. 110",wocomoMUSIC,1167,OK,,2026-09-23T05:34:02+00:00,https://www.youtube.com/watch?v=8duMwTZ8yUg,playable,"Hélène Grimaud: Beethoven - Sonata No. 31 in A-flat, Op. 110",wocomoMUSIC,1167,2026-09-23T05:34:02+00:00,False,,,,
12-07,"Piano Concerto #4 in G, op. 58",Beethoven,https://www.youtube.com/watch?v=6lvBQJjxw4c,playable,"Mitsuko Uchida - Beethoven - Piano Concerto No 4 in G major, Op 58",Classical Vault 1,2164,OK,,2026-09-23T05:34:03+00:00,https://www.youtube.com/watch?v=6lvBQJjxw4c,playable,"Mitsuko Uchida - Beethoven - Piano Concerto No 4 in G major, Op 58",Classical Vault 1,2164,2026-09-23T05:34:03+00:00,False,,,,
12-08,"Piano Concerto #2 in B-flat, op. 83",Brahms,https://www.youtube.com/watch?v=BszBccYHuAk,playable,Yuja Wang: Brahms Piano Concerto No. 2 in B-flat major Op. 83 [HD],Peter Chen 2.0,2966,OK,,2026-09-23T05:34:04+00:00,https://www.youtube.com/watch?v=BszBccYHuAk,playable,Yuja Wang: Brahms Piano Concerto No. 2 in B-flat major Op. 83 [HD],Peter Chen 2.0,2966,2026-09-23T05:34:04+00:00,False,,,,
12-09,String Quartet in F,Ravel,https://www.youtube.com/watch?v=ieRQyyPowH0,playable,Maurice Ravel - String Quartet in F major,olla-vogala,1725,OK,,2026-09-23T05:34:06+00:00,https://www.youtube.com/watch?v=ieRQyyPowH0,playable,Maurice Ravel - String Quartet in F major,olla-vogala,1725,2026-09-23T05:34:06+00:00,False,,,,
12-10,"Symphony #1 in G minor, op. 13 ""Winter Daydreams""",Tchaikovsky,https://www.youtube.com/watch?v=jzctjcHBO9k,playable,"Tchaikovsky: Symphony No. 1 in G minor, Op. 13 ""Winter Daydreams"" (with Score)",symphony7526,2578,OK,,2026-09-23T05:34:07+00:00,https://www.youtube.com/watch?v=jzctjcHBO9k,playable,"Tchaikovsky: Symphony No. 1 in G minor, Op. 13 ""Winter Daydreams"" (with Score)",symphony7526,2578,2026-09-23T05:34:07+00:00,False,,,,
12-11,"Piano Trio #1 in B, op. 8",Brahms,https://www.youtube.com/watch?v=viPLLjpujOU,playable,"BRAHMS: Trio No. 1 in B major, Op. 8 - ChamberFest Cleveland (2018)",ChamberFest Cleveland,2228,OK,,2026-09-23T05:34:08+00:00,https://www.youtube.com/watch?v=viPLLjpujOU,playable,"BRAHMS: Trio No. 1 in B major, Op. 8 - ChamberFest Cleveland (2018)",ChamberFest Cleveland,2228,2026-09-23T05:34:08+00:00,False,,,,
12-12,"Piano Concerto in A minor, op. 16",Grieg,https://www.youtube.com/watch?v=I1Yoyz6_Los,playable,"Arthur Rubinstein - Grieg - Piano Concerto in A minor, Op 16",Classical Vault 1,1938,OK,,2026-09-23T05:34:09+00:00,https://www.youtube.com/watch?v=I1Yoyz6_Los,playable,"Arthur Rubinstein - Grieg - Piano Concerto in A minor, Op 16",Classical Vault 1,1938,2026-09-23T05:34:09+00:00,False,,,,
12-13,"Symphony #1 in B-flat, op. 38 ""Spring""",Schumann,https://www.youtube.com/watch?v=1Lk2V6YOcIc,playable,Schumann: Symphony No. 1; The Spring Symphony - Philharmonie Südwestfalen - Live Classical Music HD,AVROTROS Klassiek,1848,OK,,2026-09-23T05:34:10+00:00,https://www.youtube.com/watch?v=1Lk2V6YOcIc,playable,Schumann: Symphony No. 1; The Spring Symphony - Philharmonie Südwestfalen - Live Classical Music HD,AVROTROS Klassiek,1848,2026-09-23T05:34:10+00:00,False,,,,
